"","person_income","person_home_ownership","loan_grade","loan_amnt","loan_status","loan_percent_income","cb_person_default_on_file","emp_cat","ir_cat"
"30132",47000,"MORTGAGE","A",7000,0,0.15,"N","0-15","Missing"
"30133",47000,"MORTGAGE","A",5500,0,0.12,"N","0-15","0-8"
"30134",47000,"OTHER","A",14000,0,0.3,"N","0-15","0-8"
"30135",54000,"RENT","C",5500,1,0.1,"Y","0-15","11-13.5"
"30136",60070,"RENT","C",5500,0,0.09,"Y","0-15","13.5+"
"30137",63000,"RENT","A",5500,0,0.09,"N","0-15","0-8"
"30138",79600,"RENT","A",5500,0,0.07,"N","0-15","0-8"
"30139",170000,"RENT","A",5500,0,0.03,"N","0-15","Missing"
"30140",47471,"MORTGAGE","A",5000,0,0.11,"N","0-15","0-8"
"30141",47500,"MORTGAGE","A",2700,0,0.06,"N","0-15","0-8"
"30142",30000,"RENT","B",5600,1,0.19,"N","0-15","8-11"
"30143",35000,"RENT","B",5600,0,0.16,"N","0-15","11-13.5"
"30144",38004,"RENT","B",5600,0,0.15,"N","0-15","11-13.5"
"30145",47844,"OTHER","A",27175,0,0.57,"N","15-30","8-11"
"30146",48000,"MORTGAGE","A",7000,0,0.15,"N","0-15","0-8"
"30147",52800,"RENT","B",5600,0,0.11,"N","0-15","8-11"
"30148",48000,"MORTGAGE","B",7800,0,0.16,"N","0-15","8-11"
"30149",48000,"OTHER","A",2500,0,0.05,"N","0-15","0-8"
"30150",48000,"MORTGAGE","A",1500,0,0.03,"N","0-15","8-11"
"30151",48000,"MORTGAGE","B",5000,0,0.1,"N","0-15","8-11"
"30152",73000,"RENT","C",5600,1,0.08,"N","0-15","13.5+"
"30153",48000,"MORTGAGE","A",10400,0,0.22,"N","0-15","0-8"
"30154",137004,"RENT","A",5600,0,0.04,"N","0-15","8-11"
"30155",39996,"RENT","A",5700,0,0.14,"N","0-15","0-8"
"30156",34000,"RENT","B",5750,0,0.17,"N","0-15","Missing"
"30157",48000,"MORTGAGE","B",5000,0,0.1,"N","0-15","8-11"
"30158",85000,"RENT","C",5750,0,0.07,"Y","0-15","11-13.5"
"30159",48000,"MORTGAGE","A",3000,0,0.06,"N","Missing","0-8"
"30160",39000,"RENT","Other",5800,1,0.15,"N","0-15","13.5+"
"30161",48000,"MORTGAGE","A",18000,0,0.38,"N","0-15","8-11"
"30162",48000,"MORTGAGE","A",6200,0,0.13,"N","0-15","0-8"
"30163",23500,"RENT","Other",5850,0,0.25,"N","0-15","13.5+"
"30164",44000,"RENT","B",5850,0,0.13,"N","0-15","8-11"
"30165",48000,"MORTGAGE","A",4500,0,0.09,"N","0-15","0-8"
"30166",119000,"RENT","A",5900,0,0.05,"N","0-15","0-8"
"30167",35427,"RENT","C",5950,0,0.17,"Y","0-15","11-13.5"
"30168",48000,"MORTGAGE","A",6500,0,0.14,"N","15-30","0-8"
"30169",42000,"MORTGAGE","A",3000,1,0.07,"N","Missing","0-8"
"30170",18720,"RENT","Other",6000,1,0.32,"N","0-15","13.5+"
"30171",20400,"RENT","C",6000,0,0.29,"Y","0-15","13.5+"
"30172",48000,"MORTGAGE","Other",8000,0,0.17,"N","0-15","13.5+"
"30173",48000,"MORTGAGE","A",3500,0,0.07,"N","0-15","0-8"
"30174",48000,"OTHER","C",3500,0,0.07,"N","0-15","13.5+"
"30175",48000,"OTHER","A",7600,0,0.16,"N","Missing","0-8"
"30176",24000,"RENT","B",6000,0,0.25,"N","0-15","11-13.5"
"30177",48000,"MORTGAGE","B",16750,0,0.35,"N","0-15","8-11"
"30178",25200,"RENT","Other",6000,1,0.24,"N","0-15","13.5+"
"30179",42000,"MORTGAGE","C",14400,1,0.34,"Y","0-15","11-13.5"
"30180",27052,"RENT","B",6000,0,0.22,"N","0-15","8-11"
"30181",48000,"MORTGAGE","B",17500,0,0.36,"N","0-15","11-13.5"
"30182",48000,"MORTGAGE","A",8000,0,0.17,"N","0-15","8-11"
"30183",28800,"RENT","C",6000,0,0.21,"Y","0-15","13.5+"
"30184",48000,"MORTGAGE","A",10000,0,0.21,"N","15-30","8-11"
"30185",30000,"RENT","B",6000,1,0.2,"N","0-15","11-13.5"
"30186",48000,"MORTGAGE","A",9600,0,0.2,"N","0-15","Missing"
"30187",30000,"RENT","B",6000,0,0.2,"N","0-15","8-11"
"30188",30840,"RENT","B",6000,0,0.19,"N","0-15","8-11"
"30189",48279,"OTHER","C",4800,0,0.1,"N","0-15","13.5+"
"30190",48500,"MORTGAGE","A",6000,0,0.12,"N","0-15","0-8"
"30191",32000,"RENT","B",6000,1,0.19,"N","0-15","11-13.5"
"30192",33000,"RENT","Other",6000,1,0.18,"N","0-15","13.5+"
"30193",48840,"MORTGAGE","B",15000,0,0.31,"N","0-15","8-11"
"30194",34000,"RENT","A",6000,0,0.18,"N","15-30","0-8"
"30195",34000,"RENT","C",6000,0,0.18,"N","0-15","13.5+"
"30196",48996,"MORTGAGE","A",5000,0,0.1,"N","0-15","0-8"
"30197",49000,"MORTGAGE","B",7250,0,0.15,"N","0-15","11-13.5"
"30198",49000,"OTHER","Other",4200,0,0.09,"Y","Missing","13.5+"
"30199",36000,"RENT","A",6000,0,0.17,"N","0-15","8-11"
"30200",36000,"RENT","B",6000,0,0.17,"N","0-15","Missing"
"30201",36000,"RENT","C",6000,0,0.17,"N","0-15","Missing"
"30202",49200,"MORTGAGE","Other",3600,0,0.07,"Y","0-15","13.5+"
"30203",36400,"RENT","C",6000,0,0.16,"Y","0-15","11-13.5"
"30204",37008,"RENT","C",6000,0,0.16,"Y","0-15","13.5+"
"30205",38000,"RENT","Other",6000,0,0.16,"Y","0-15","13.5+"
"30206",49510,"MORTGAGE","B",4000,0,0.08,"N","0-15","8-11"
"30207",49578,"MORTGAGE","C",16000,0,0.32,"Y","0-15","11-13.5"
"30208",38160,"RENT","C",6000,0,0.16,"N","0-15","11-13.5"
"30209",32400,"RENT","A",6000,1,0.19,"N","Missing","0-8"
"30210",33564,"RENT","Other",6000,1,0.18,"N","0-15","13.5+"
"30211",49853,"MORTGAGE","Other",12000,0,0.24,"Y","15-30","11-13.5"
"30212",39684,"RENT","B",6000,0,0.15,"N","0-15","Missing"
"30213",49896,"MORTGAGE","A",2800,0,0.06,"N","0-15","Missing"
"30214",49901,"MORTGAGE","C",8400,0,0.17,"Y","0-15","13.5+"
"30215",40000,"RENT","Other",6000,0,0.15,"N","0-15","13.5+"
"30216",50000,"MORTGAGE","A",5000,0,0.1,"N","0-15","0-8"
"30217",41280,"RENT","C",6000,0,0.15,"Y","0-15","13.5+"
"30218",43200,"RENT","A",6000,0,0.14,"N","Missing","0-8"
"30219",44000,"RENT","A",6000,0,0.14,"N","0-15","8-11"
"30220",44500,"RENT","A",6000,0,0.13,"N","0-15","0-8"
"30221",45000,"RENT","B",6000,0,0.13,"N","0-15","Missing"
"30222",45000,"RENT","B",6000,0,0.13,"N","0-15","11-13.5"
"30223",45000,"RENT","B",6000,0,0.13,"N","0-15","8-11"
"30224",45000,"RENT","C",6000,0,0.13,"N","0-15","11-13.5"
"30225",50000,"MORTGAGE","A",10000,0,0.2,"N","0-15","0-8"
"30226",46000,"RENT","B",6000,0,0.13,"N","0-15","11-13.5"
"30227",50000,"MORTGAGE","A",8400,0,0.17,"N","0-15","0-8"
"30228",50000,"MORTGAGE","A",3200,0,0.06,"N","0-15","0-8"
"30229",46500,"RENT","A",6000,0,0.13,"N","0-15","0-8"
"30230",48000,"RENT","B",6000,0,0.13,"N","0-15","Missing"
"30231",48000,"RENT","B",6000,0,0.13,"N","0-15","11-13.5"
"30232",42000,"RENT","Other",6000,1,0.14,"N","0-15","13.5+"
"30233",48000,"RENT","B",6000,0,0.13,"N","0-15","8-11"
"30234",50000,"MORTGAGE","B",6000,0,0.12,"N","0-15","11-13.5"
"30235",44000,"RENT","Other",6000,1,0.14,"N","0-15","Missing"
"30236",50000,"MORTGAGE","A",2325,0,0.05,"N","0-15","0-8"
"30237",50000,"RENT","B",6000,0,0.12,"N","0-15","8-11"
"30238",44000,"RENT","A",6000,1,0.14,"N","0-15","Missing"
"30239",44000,"RENT","Other",6000,1,0.14,"Y","0-15","13.5+"
"30240",50000,"RENT","B",6000,0,0.12,"N","0-15","8-11"
"30241",50004,"RENT","C",6000,0,0.12,"Y","0-15","13.5+"
"30242",50000,"MORTGAGE","B",5000,0,0.1,"N","0-15","8-11"
"30243",52000,"RENT","B",6000,0,0.12,"N","0-15","8-11"
"30244",52000,"RENT","B",6000,0,0.12,"N","0-15","8-11"
"30245",50000,"MORTGAGE","B",5000,0,0.1,"N","0-15","8-11"
"30246",50000,"MORTGAGE","B",10000,0,0.2,"N","0-15","Missing"
"30247",54981,"RENT","A",6000,0,0.11,"N","0-15","Missing"
"30248",55000,"RENT","C",6000,0,0.11,"N","0-15","11-13.5"
"30249",50000,"MORTGAGE","C",4000,0,0.08,"Y","0-15","Missing"
"30250",49000,"RENT","Other",6000,1,0.12,"Y","0-15","13.5+"
"30251",50000,"OTHER","C",5000,0,0.1,"Y","0-15","11-13.5"
"30252",50000,"MORTGAGE","A",11500,0,0.23,"N","0-15","Missing"
"30253",55182,"RENT","A",6000,0,0.11,"N","0-15","0-8"
"30254",44000,"MORTGAGE","C",5000,1,0.11,"Y","0-15","11-13.5"
"30255",50000,"MORTGAGE","A",20000,0,0.4,"N","0-15","0-8"
"30256",57000,"RENT","B",6000,0,0.11,"N","0-15","8-11"
"30257",57996,"RENT","A",6000,0,0.1,"N","15-30","8-11"
"30258",59000,"RENT","A",6000,0,0.1,"N","0-15","0-8"
"30259",60000,"RENT","C",6000,0,0.1,"N","0-15","13.5+"
"30260",60000,"RENT","C",6000,0,0.1,"Y","0-15","13.5+"
"30261",50000,"MORTGAGE","B",7000,0,0.14,"N","0-15","Missing"
"30262",50000,"MORTGAGE","B",10000,0,0.2,"N","0-15","11-13.5"
"30263",50000,"MORTGAGE","B",16000,0,0.32,"N","0-15","Missing"
"30264",50000,"MORTGAGE","A",5000,0,0.1,"N","15-30","0-8"
"30265",31000,"RENT","A",7100,0,0.23,"N","0-15","8-11"
"30266",50000,"MORTGAGE","C",16000,0,0.32,"N","0-15","11-13.5"
"30267",50000,"MORTGAGE","C",12250,0,0.24,"N","0-15","11-13.5"
"30268",24000,"RENT","A",7000,0,0.29,"N","0-15","0-8"
"30269",50000,"MORTGAGE","Other",6000,0,0.12,"Y","0-15","13.5+"
"30270",65000,"RENT","B",6000,0,0.09,"N","0-15","11-13.5"
"30271",50000,"MORTGAGE","B",12000,0,0.24,"N","0-15","Missing"
"30272",50000,"MORTGAGE","C",15850,0,0.32,"N","0-15","13.5+"
"30273",50000,"MORTGAGE","Other",3000,0,0.06,"N","0-15","13.5+"
"30274",66000,"RENT","B",6000,0,0.09,"N","0-15","11-13.5"
"30275",66500,"RENT","B",6000,0,0.09,"N","0-15","8-11"
"30276",50000,"OTHER","C",8500,0,0.17,"N","0-15","Missing"
"30277",50000,"MORTGAGE","A",3000,0,0.06,"N","0-15","Missing"
"30278",50000,"OTHER","B",15200,0,0.3,"N","0-15","11-13.5"
"30279",50000,"MORTGAGE","A",8000,0,0.16,"N","0-15","0-8"
"30280",70000,"RENT","A",6000,0,0.09,"N","0-15","8-11"
"30281",70000,"RENT","A",6000,0,0.09,"N","0-15","0-8"
"30282",70000,"RENT","A",6000,0,0.09,"N","0-15","0-8"
"30283",70000,"RENT","A",6000,0,0.09,"N","0-15","8-11"
"30284",71599,"RENT","A",6000,0,0.08,"N","0-15","8-11"
"30285",50000,"MORTGAGE","A",10000,0,0.2,"N","0-15","8-11"
"30286",72000,"RENT","B",6000,0,0.08,"N","0-15","11-13.5"
"30287",56100,"RENT","Other",6000,1,0.09,"Y","0-15","13.5+"
"30288",72600,"RENT","A",6000,0,0.08,"N","0-15","Missing"
"30289",44000,"MORTGAGE","Other",9400,1,0.21,"N","0-15","11-13.5"
"30290",74568,"RENT","C",6000,0,0.08,"N","0-15","13.5+"
"30291",44004,"MORTGAGE","B",1800,1,0.04,"N","0-15","8-11"
"30292",60520,"RENT","Other",6000,1,0.08,"Y","0-15","13.5+"
"30293",78000,"RENT","A",6000,0,0.08,"N","0-15","0-8"
"30294",78000,"RENT","B",6000,0,0.08,"N","0-15","8-11"
"30295",79000,"RENT","B",6000,0,0.08,"N","0-15","8-11"
"30296",50004,"MORTGAGE","A",8000,0,0.16,"N","15-30","Missing"
"30297",50004,"MORTGAGE","A",3000,0,0.06,"N","0-15","8-11"
"30298",80000,"RENT","B",6000,0,0.07,"N","15-30","11-13.5"
"30299",80000,"RENT","A",6000,0,0.07,"N","0-15","8-11"
"30300",80000,"RENT","C",6000,0,0.07,"N","0-15","11-13.5"
"30301",50016,"OTHER","B",10400,0,0.21,"N","0-15","11-13.5"
"30302",86000,"RENT","Other",6000,0,0.07,"Y","15-30","13.5+"
"30303",86000,"RENT","A",6000,0,0.07,"N","0-15","0-8"
"30304",50400,"MORTGAGE","A",12700,0,0.25,"N","0-15","0-8"
"30305",105000,"RENT","A",6000,0,0.06,"N","0-15","0-8"
"30306",110000,"RENT","A",6000,0,0.05,"N","0-15","8-11"
"30307",160000,"RENT","B",6000,0,0.04,"N","0-15","8-11"
"30308",50780,"MORTGAGE","B",6000,0,0.12,"N","0-15","8-11"
"30309",51000,"OTHER","B",18000,0,0.35,"N","0-15","8-11"
"30310",51000,"MORTGAGE","A",20000,0,0.39,"N","0-15","8-11"
"30311",25000,"RENT","B",6200,1,0.25,"N","0-15","8-11"
"30312",44000,"RENT","A",6200,0,0.14,"N","0-15","0-8"
"30313",33500,"RENT","C",6225,0,0.19,"N","0-15","13.5+"
"30314",51000,"MORTGAGE","A",7000,0,0.14,"N","0-15","0-8"
"30315",55000,"RENT","Other",7000,0,0.13,"Y","0-15","13.5+"
"30316",51000,"MORTGAGE","A",14500,0,0.28,"N","0-15","8-11"
"30317",51000,"MORTGAGE","B",1000,0,0.02,"N","0-15","11-13.5"
"30318",51000,"MORTGAGE","C",12800,0,0.25,"N","0-15","11-13.5"
"30319",57600,"RENT","A",7000,0,0.12,"N","0-15","0-8"
"30320",57996,"RENT","C",7000,0,0.12,"Y","0-15","13.5+"
"30321",51000,"MORTGAGE","B",4775,0,0.09,"N","0-15","11-13.5"
"30322",51000,"OTHER","C",12000,0,0.24,"N","0-15","11-13.5"
"30323",52000,"RENT","C",7000,1,0.13,"N","0-15","13.5+"
"30324",54000,"RENT","C",7000,1,0.13,"N","0-15","Missing"
"30325",60000,"RENT","A",7000,0,0.12,"N","0-15","0-8"
"30326",55392,"RENT","Other",7000,1,0.13,"Y","15-30","13.5+"
"30327",51500,"OTHER","A",10875,0,0.21,"N","0-15","0-8"
"30328",62000,"RENT","B",7000,0,0.11,"N","0-15","8-11"
"30329",51600,"MORTGAGE","A",10000,0,0.19,"N","15-30","0-8"
"30330",65000,"RENT","A",7000,0,0.11,"N","0-15","0-8"
"30331",51996,"OTHER","B",8500,0,0.16,"N","0-15","11-13.5"
"30332",68000,"RENT","A",7000,0,0.1,"N","0-15","0-8"
"30333",73882,"RENT","B",7000,0,0.09,"N","15-30","8-11"
"30334",51996,"MORTGAGE","B",7500,0,0.14,"N","0-15","8-11"
"30335",52000,"MORTGAGE","A",15000,0,0.29,"N","0-15","Missing"
"30336",75000,"RENT","A",7000,0,0.09,"N","0-15","0-8"
"30337",46000,"MORTGAGE","C",5350,1,0.12,"N","0-15","13.5+"
"30338",52000,"MORTGAGE","A",8325,0,0.16,"N","15-30","Missing"
"30339",52000,"MORTGAGE","B",5000,0,0.1,"N","0-15","8-11"
"30340",97600,"RENT","A",7000,0,0.07,"N","0-15","8-11"
"30341",52000,"MORTGAGE","A",12000,0,0.23,"N","0-15","0-8"
"30342",52000,"MORTGAGE","B",6000,0,0.12,"N","0-15","8-11"
"30343",175436,"RENT","A",7000,0,0.04,"N","0-15","0-8"
"30344",14400,"RENT","A",6950,1,0.48,"N","0-15","0-8"
"30345",52000,"OTHER","Other",8000,0,0.15,"N","0-15","13.5+"
"30346",52000,"MORTGAGE","B",2275,0,0.04,"N","0-15","11-13.5"
"30347",52000,"MORTGAGE","B",15250,0,0.29,"N","0-15","11-13.5"
"30348",52000,"MORTGAGE","A",8000,0,0.15,"N","0-15","0-8"
"30349",21600,"RENT","A",6500,0,0.3,"N","0-15","8-11"
"30350",52000,"MORTGAGE","A",15250,0,0.29,"N","0-15","0-8"
"30351",24000,"RENT","A",6500,0,0.27,"N","0-15","0-8"
"30352",28800,"RENT","B",6500,0,0.23,"N","0-15","11-13.5"
"30353",30000,"RENT","B",6500,0,0.22,"N","0-15","8-11"
"30354",30600,"RENT","B",6500,0,0.21,"N","0-15","8-11"
"30355",31400,"RENT","A",6500,0,0.21,"N","0-15","8-11"
"30356",52000,"MORTGAGE","A",14000,0,0.27,"N","0-15","Missing"
"30357",52000,"MORTGAGE","A",6000,0,0.12,"N","0-15","8-11"
"30358",52000,"OTHER","A",3000,0,0.06,"N","0-15","8-11"
"30359",52000,"MORTGAGE","A",1500,0,0.03,"N","15-30","8-11"
"30360",52000,"OTHER","B",5000,0,0.1,"N","0-15","8-11"
"30361",42000,"RENT","C",6500,0,0.15,"Y","0-15","13.5+"
"30362",52188,"MORTGAGE","A",10000,0,0.19,"N","0-15","0-8"
"30363",52200,"MORTGAGE","Other",4000,0,0.08,"N","0-15","Missing"
"30364",50000,"RENT","A",6500,0,0.13,"N","0-15","Missing"
"30365",52400,"MORTGAGE","B",21000,0,0.4,"N","0-15","8-11"
"30366",52000,"RENT","B",6500,0,0.13,"N","0-15","Missing"
"30367",53000,"RENT","A",6500,0,0.12,"N","0-15","0-8"
"30368",55000,"RENT","C",6500,0,0.12,"Y","0-15","11-13.5"
"30369",60000,"RENT","B",6500,0,0.11,"N","0-15","11-13.5"
"30370",52660,"MORTGAGE","C",15000,0,0.28,"Y","0-15","11-13.5"
"30371",75000,"RENT","A",6500,0,0.09,"N","0-15","0-8"
"30372",46800,"MORTGAGE","A",2800,1,0.06,"N","15-30","0-8"
"30373",52800,"MORTGAGE","A",2800,0,0.05,"N","0-15","0-8"
"30374",26240,"RENT","B",6600,0,0.25,"N","0-15","11-13.5"
"30375",53000,"MORTGAGE","C",11000,0,0.21,"Y","15-30","Missing"
"30376",52479,"RENT","Other",6600,1,0.13,"N","15-30","13.5+"
"30377",89532,"RENT","B",6600,0,0.07,"N","0-15","11-13.5"
"30378",19368,"RENT","Other",6700,1,0.35,"Y","0-15","11-13.5"
"30379",53000,"MORTGAGE","C",2200,0,0.04,"Y","0-15","13.5+"
"30380",29000,"RENT","B",6725,0,0.23,"N","Missing","8-11"
"30381",50760,"RENT","Other",6725,0,0.13,"N","0-15","13.5+"
"30382",37500,"RENT","A",6750,0,0.18,"N","0-15","0-8"
"30383",53000,"MORTGAGE","B",3000,0,0.06,"N","0-15","8-11"
"30384",47000,"MORTGAGE","Other",4900,1,0.1,"N","0-15","13.5+"
"30385",21120,"RENT","B",6400,0,0.3,"N","0-15","11-13.5"
"30386",53532,"MORTGAGE","A",4000,0,0.07,"N","0-15","0-8"
"30387",53712,"MORTGAGE","C",4000,0,0.07,"Y","0-15","11-13.5"
"30388",31200,"RENT","B",6400,0,0.21,"N","0-15","11-13.5"
"30389",53808,"MORTGAGE","B",15000,0,0.28,"N","0-15","11-13.5"
"30390",32000,"RENT","A",6400,0,0.2,"N","0-15","0-8"
"30391",35000,"RENT","A",6400,0,0.18,"N","Missing","8-11"
"30392",54000,"MORTGAGE","B",9000,0,0.17,"N","15-30","11-13.5"
"30393",54000,"MORTGAGE","C",6000,0,0.11,"N","0-15","11-13.5"
"30394",51000,"RENT","Other",6400,0,0.13,"Y","0-15","13.5+"
"30395",54000,"MORTGAGE","A",2000,0,0.04,"N","0-15","0-8"
"30396",60000,"RENT","B",6400,0,0.11,"N","0-15","8-11"
"30397",76644,"RENT","A",6400,0,0.08,"N","0-15","Missing"
"30398",80000,"RENT","B",6400,0,0.08,"N","0-15","11-13.5"
"30399",80000,"RENT","C",6400,0,0.08,"N","0-15","11-13.5"
"30400",54000,"MORTGAGE","A",5000,0,0.09,"N","15-30","0-8"
"30401",54000,"MORTGAGE","A",6000,0,0.11,"N","0-15","0-8"
"30402",112455,"RENT","B",6400,0,0.06,"N","0-15","8-11"
"30403",48000,"MORTGAGE","Other",9000,1,0.19,"Y","15-30","13.5+"
"30404",54000,"MORTGAGE","B",25000,0,0.46,"N","15-30","11-13.5"
"30405",54000,"MORTGAGE","Other",8000,0,0.15,"Y","0-15","Missing"
"30406",25000,"RENT","C",7000,0,0.28,"N","0-15","Missing"
"30407",54000,"MORTGAGE","A",5000,0,0.09,"N","0-15","Missing"
"30408",48000,"MORTGAGE","C",1500,1,0.03,"Y","0-15","13.5+"
"30409",54000,"MORTGAGE","B",4000,0,0.07,"N","0-15","11-13.5"
"30410",54196,"MORTGAGE","B",4500,0,0.08,"N","15-30","11-13.5"
"30411",48257,"MORTGAGE","Other",7000,1,0.15,"Y","15-30","13.5+"
"30412",54500,"MORTGAGE","A",7700,0,0.14,"N","0-15","0-8"
"30413",54500,"MORTGAGE","A",20500,0,0.38,"N","0-15","0-8"
"30414",32400,"RENT","B",7000,0,0.22,"N","0-15","Missing"
"30415",54538,"MORTGAGE","B",20000,0,0.37,"N","15-30","Missing"
"30416",54996,"MORTGAGE","A",7000,0,0.13,"N","0-15","0-8"
"30417",54996,"OTHER","A",5500,0,0.1,"N","0-15","0-8"
"30418",54996,"MORTGAGE","B",9000,0,0.16,"N","0-15","8-11"
"30419",37200,"RENT","A",7000,0,0.19,"N","0-15","8-11"
"30420",37800,"RENT","B",7000,0,0.19,"N","0-15","11-13.5"
"30421",55000,"MORTGAGE","B",16500,0,0.3,"N","0-15","11-13.5"
"30422",55000,"MORTGAGE","B",5000,0,0.09,"N","0-15","8-11"
"30423",35000,"RENT","Other",7000,1,0.2,"N","0-15","13.5+"
"30424",55000,"MORTGAGE","A",10000,0,0.18,"N","0-15","0-8"
"30425",49000,"OTHER","Other",24250,1,0.49,"Y","0-15","13.5+"
"30426",41000,"RENT","A",7000,0,0.17,"N","0-15","8-11"
"30427",55000,"OTHER","A",15600,0,0.28,"N","0-15","0-8"
"30428",55000,"MORTGAGE","A",3000,0,0.05,"N","0-15","Missing"
"30429",42000,"RENT","A",7000,0,0.17,"N","0-15","0-8"
"30430",42000,"RENT","Other",7000,0,0.17,"Y","0-15","13.5+"
"30431",55000,"MORTGAGE","A",12000,0,0.22,"N","0-15","0-8"
"30432",55000,"MORTGAGE","A",10000,0,0.18,"N","0-15","0-8"
"30433",43000,"RENT","A",7000,0,0.16,"N","0-15","0-8"
"30434",38000,"RENT","Other",7000,1,0.18,"N","0-15","13.5+"
"30435",44000,"RENT","A",7000,0,0.16,"N","0-15","0-8"
"30436",55000,"MORTGAGE","A",6000,0,0.11,"N","15-30","0-8"
"30437",45000,"RENT","B",7000,0,0.16,"N","15-30","8-11"
"30438",45000,"RENT","C",7000,0,0.16,"N","0-15","11-13.5"
"30439",45000,"RENT","A",7000,0,0.16,"N","0-15","0-8"
"30440",45000,"RENT","A",7000,0,0.16,"N","0-15","0-8"
"30441",55000,"MORTGAGE","A",9000,0,0.16,"N","15-30","0-8"
"30442",47000,"RENT","C",7000,0,0.15,"Y","0-15","11-13.5"
"30443",55000,"OTHER","B",24375,0,0.44,"N","0-15","8-11"
"30444",55000,"MORTGAGE","B",15000,0,0.27,"N","0-15","8-11"
"30445",55000,"MORTGAGE","A",11700,0,0.21,"N","15-30","0-8"
"30446",50000,"RENT","C",7000,0,0.14,"Y","0-15","11-13.5"
"30447",50400,"RENT","Other",7000,0,0.14,"N","0-15","11-13.5"
"30448",52000,"RENT","A",7000,0,0.13,"N","0-15","0-8"
"30449",55000,"MORTGAGE","A",12000,0,0.22,"N","0-15","Missing"
"30450",53800,"RENT","B",7000,0,0.13,"N","0-15","8-11"
"30451",55000,"OTHER","C",13000,0,0.24,"N","0-15","13.5+"
"30452",49000,"RENT","B",7000,1,0.14,"N","0-15","8-11"
"30453",55000,"RENT","A",7000,0,0.13,"N","0-15","0-8"
"30454",58500,"RENT","Other",7150,1,0.12,"Y","15-30","13.5+"
"30455",60000,"RENT","A",7175,0,0.12,"N","0-15","0-8"
"30456",55000,"MORTGAGE","A",5000,0,0.09,"N","0-15","0-8"
"30457",23000,"RENT","A",7200,1,0.31,"N","Missing","Missing"
"30458",55000,"MORTGAGE","A",3600,0,0.07,"N","0-15","0-8"
"30459",24000,"RENT","B",7200,0,0.3,"N","0-15","8-11"
"30460",25200,"RENT","A",7200,0,0.29,"N","0-15","0-8"
"30461",29088,"RENT","B",7200,0,0.25,"N","0-15","11-13.5"
"30462",55000,"OTHER","B",8000,0,0.15,"N","0-15","11-13.5"
"30463",55000,"MORTGAGE","C",10000,0,0.18,"Y","0-15","Missing"
"30464",55000,"OTHER","B",2000,0,0.04,"N","15-30","11-13.5"
"30465",55000,"MORTGAGE","C",14000,0,0.25,"N","0-15","11-13.5"
"30466",55000,"OTHER","C",9000,0,0.16,"N","0-15","Missing"
"30467",29000,"RENT","Other",7200,1,0.25,"Y","0-15","13.5+"
"30468",49000,"MORTGAGE","Other",4000,1,0.08,"N","0-15","13.5+"
"30469",40000,"RENT","B",7200,0,0.18,"N","0-15","8-11"
"30470",45000,"RENT","A",7200,0,0.16,"N","0-15","8-11"
"30471",50000,"RENT","C",7200,0,0.14,"N","0-15","13.5+"
"30472",49074,"MORTGAGE","Other",8000,1,0.16,"Y","0-15","13.5+"
"30473",60000,"RENT","C",7200,0,0.12,"Y","0-15","Missing"
"30474",60000,"RENT","A",7200,0,0.12,"N","0-15","0-8"
"30475",55236,"MORTGAGE","A",6500,0,0.12,"N","0-15","0-8"
"30476",55308,"OTHER","B",2000,0,0.04,"N","0-15","11-13.5"
"30477",66560,"RENT","B",7200,0,0.11,"N","0-15","8-11"
"30478",55500,"MORTGAGE","B",7875,0,0.14,"N","0-15","11-13.5"
"30479",55550,"MORTGAGE","A",22500,0,0.41,"N","0-15","0-8"
"30480",55900,"MORTGAGE","B",17000,0,0.3,"N","0-15","8-11"
"30481",49993,"MORTGAGE","Other",12600,1,0.25,"N","0-15","13.5+"
"30482",56000,"MORTGAGE","A",15000,0,0.27,"N","0-15","0-8"
"30483",95000,"RENT","A",7375,0,0.08,"N","0-15","8-11"
"30484",56000,"MORTGAGE","A",6000,0,0.11,"N","0-15","Missing"
"30485",19440,"RENT","B",7500,1,0.39,"N","0-15","8-11"
"30486",56000,"MORTGAGE","C",10000,0,0.18,"Y","0-15","11-13.5"
"30487",25000,"RENT","B",7500,0,0.3,"N","0-15","8-11"
"30488",26300,"RENT","C",7500,1,0.29,"N","0-15","11-13.5"
"30489",56000,"MORTGAGE","A",13000,0,0.23,"N","0-15","8-11"
"30490",56004,"MORTGAGE","B",6000,0,0.11,"N","0-15","11-13.5"
"30491",35000,"RENT","B",7500,0,0.21,"N","0-15","8-11"
"30492",36000,"RENT","B",7500,0,0.21,"N","0-15","11-13.5"
"30493",36684,"RENT","B",7500,0,0.2,"N","0-15","8-11"
"30494",56400,"OTHER","C",20000,0,0.35,"Y","0-15","13.5+"
"30495",38500,"RENT","A",7500,0,0.19,"N","0-15","8-11"
"30496",56500,"MORTGAGE","B",10000,0,0.18,"N","0-15","Missing"
"30497",56500,"MORTGAGE","A",12000,0,0.21,"N","0-15","0-8"
"30498",56650,"MORTGAGE","C",12000,0,0.21,"N","15-30","13.5+"
"30499",57000,"OTHER","Other",15000,0,0.26,"N","Missing","13.5+"
"30500",57000,"MORTGAGE","A",2725,0,0.05,"N","0-15","Missing"
"30501",57000,"MORTGAGE","B",6300,0,0.11,"N","15-30","8-11"
"30502",48000,"RENT","A",7500,0,0.16,"N","0-15","Missing"
